unit_nr,time_cycles,max_cycle,s2,s3,s4,s7,s11,s12,s13,s15,s17,s20,s21
62,77,216,0.9558,1.1542,1.1635,1.1355,0.8826,1.1319,0.9525,0.9512,1.2687,1.1396,1.1099
62,78,216,0.921,1.1787,1.1987,1.1511,0.8985,1.1408,0.9344,0.9327,1.25,1.1143,1.0276
62,79,216,0.9481,1.1714,1.1515,1.1381,0.9149,1.1409,0.9762,0.95,1.214,1.1626,1.0137
62,80,216,0.9483,1.2154,1.2425,1.1897,0.874,1.1453,0.9295,0.912,1.2373,1.1014,1.0463
62,81,216,0.8819,1.1871,1.1792,1.1767,0.8676,1.1822,0.9187,0.8608,1.282,1.1492,1.0525
62,82,216,0.8998,1.1658,1.2062,1.205,0.902,1.1491,0.956,0.9331,1.2515,1.1075,1.0453
62,83,216,0.9379,1.1757,1.1656,1.1906,0.8477,1.1324,0.9451,0.876,1.2114,1.1401,1.1059
62,84,216,0.9576,1.225,1.1759,1.1974,0.8907,1.1307,0.9275,0.9083,1.2913,1.0994,1.0262
62,85,216,0.909,1.1696,1.1763,1.1971,0.8753,1.1393,0.9368,0.8854,1.2774,1.1723,1.0892
62,86,216,0.9216,1.1885,1.1226,1.1679,0.814,1.0645,0.9806,0.9085,1.2661,1.1192,1.0768
62,87,216,0.9142,1.2628,1.1937,1.1865,0.8926,1.1645,0.9751,0.9176,1.2657,1.0903,1.0175
62,88,216,0.9327,1.2015,1.2144,1.1441,0.8803,1.1403,0.9326,0.9412,1.3389,1.1421,1.072
62,89,216,0.9312,1.1587,1.1969,1.1608,0.9347,1.1783,0.9685,0.9127,1.2735,1.1486,1.0004
62,90,216,0.8756,1.1809,1.2009,1.1834,0.8977,1.1734,0.9254,0.9404,1.198,1.1334,1.0663
62,91,216,0.931,1.204,1.2083,1.2059,0.8881,1.1267,0.9458,0.9172,1.2066,1.1275,1.0485
62,92,216,0.943,1.224,1.1995,1.1561,0.8567,1.1622,0.9614,0.9494,1.2416,1.127,1.0354
62,93,216,0.9983,1.2488,1.2144,1.227,0.8734,1.1828,0.9022,0.9214,1.2206,1.1301,1.0966
62,94,216,0.8829,1.2326,1.2173,1.1673,0.8895,1.2386,0.9593,0.94,1.3257,1.1677,1.0564
62,95,216,0.9628,1.167,1.2544,1.2179,0.9318,1.2035,0.9612,0.9625,1.2193,1.0721,1.0588
62,96,216,0.9109,1.2189,1.2003,1.16,0.8768,1.1751,0.9052,0.9627,1.3501,1.131,1.0493
62,97,216,0.967,1.2472,1.1602,1.1185,0.9084,1.1979,0.9441,0.9348,1.2737,1.1832,1.0607
62,98,216,0.8969,1.1755,1.2129,1.1635,0.8564,1.2217,0.9716,0.9508,1.2827,1.0856,1.0378
62,99,216,0.9109,1.2231,1.2311,1.1777,0.8769,1.1726,0.9703,0.9412,1.2801,1.1156,1.028
62,100,216,0.9132,1.2191,1.2214,1.1851,0.8527,1.1845,0.9321,0.9649,1.2713,1.1299,1.0132
62,101,216,0.8952,1.2145,1.2218,1.2357,0.8947,1.1598,0.9898,0.9252,1.2697,1.1767,1.0521
62,102,216,0.9344,1.1589,1.2402,1.1948,0.9264,1.176,0.9963,0.9194,1.3241,1.144,1.0813
62,103,216,0.9,1.2399,1.188,1.2342,0.9044,1.1448,1.0246,0.9471,1.3585,1.1328,1.0566
62,104,216,0.9853,1.1845,1.2297,1.2406,0.9301,1.1851,0.9661,0.9141,1.2317,1.1252,1.1052
62,105,216,0.9432,1.2588,1.184,1.1734,0.8999,1.1692,1.0152,0.9135,1.3611,1.172,1.1094
62,106,216,0.9723,1.2482,1.1975,1.2174,0.8646,1.2228,0.9565,0.9445,1.2887,1.1714,1.1227
62,107,216,0.9374,1.185,1.1997,1.2879,0.9274,1.151,0.9848,0.9795,1.2893,1.1158,1.0931
62,108,216,0.9051,1.2444,1.2105,1.2327,0.924,1.1624,0.9918,0.9503,1.3033,1.1771,1.0542
62,109,216,0.9248,1.2034,1.2345,1.2154,0.9149,1.2275,0.9575,1.0027,1.334,1.1778,1.0919
62,110,216,0.9821,1.2511,1.232,1.2038,0.9109,1.1721,1.0154,0.9312,1.2596,1.1675,1.0866
62,111,216,0.9296,1.2076,1.2714,1.2305,0.9076,1.1706,0.9615,0.9999,1.2569,1.1687,1.0952
62,112,216,0.9621,1.1891,1.2093,1.2246,0.9241,1.1647,0.9663,0.9472,1.3196,1.2091,1.0794
62,113,216,0.958,1.2704,1.2315,1.2284,0.902,1.1482,0.9911,0.9747,1.3208,1.1504,1.1384
62,114,216,0.938,1.1876,1.2986,1.2286,0.9202,1.1926,0.996,0.9357,1.3087,1.1863,1.1102
62,115,216,0.9623,1.2283,1.229,1.2573,0.9355,1.1932,0.9656,1.0153,1.3052,1.1837,1.0856
62,116,216,0.9972,1.2957,1.2608,1.2176,0.9548,1.1803,0.9803,0.9534,1.2837,1.2177,1.0607
62,117,216,1.0365,1.2875,1.2523,1.2601,0.9335,1.1203,0.9454,0.956,1.2784,1.1431,1.1128
62,118,216,0.9798,1.2548,1.2198,1.2163,0.8926,1.2169,0.9945,0.9538,1.2953,1.2237,1.1463
62,119,216,1.0051,1.1989,1.1909,1.3069,0.9218,1.2232,0.9615,0.9645,1.3161,1.2321,1.0893
62,120,216,0.9709,1.2638,1.2693,1.2083,0.9227,1.2024,1.0295,0.9606,1.3258,1.2159,1.1441
62,121,216,0.961,1.2663,1.2183,1.2885,0.9538,1.1738,1.0127,0.9599,1.263,1.234,1.0911
62,122,216,0.9919,1.319,1.2332,1.243,0.8969,1.1996,1.0026,0.9619,1.3477,1.174,1.1209
62,123,216,0.9805,1.2078,1.2695,1.236,0.8751,1.1541,0.9718,0.9927,1.313,1.22,1.1482
62,124,216,0.9651,1.2697,1.2006,1.2675,0.9158,1.1804,1.0326,0.9541,1.3493,1.1576,1.0994
62,125,216,0.9907,1.2557,1.2798,1.2486,0.9177,1.2173,1.0122,0.9981,1.3279,1.1618,1.1282
62,126,216,0.9671,1.1942,1.2487,1.2736,0.8954,1.2371,1.009,0.9677,1.2932,1.1816,1.0996
62,127,216,0.9823,1.2829,1.2257,1.2577,0.9545,1.202,0.9887,0.9265,1.3176,1.2358,1.1198
62,128,216,0.9482,1.3133,1.2526,1.277,0.968,1.256,1.0062,0.9788,1.3321,1.1303,1.1275
62,129,216,1.0007,1.2998,1.3319,1.2718,0.9815,1.2542,0.9749,0.9653,1.3764,1.1663,1.0733
62,130,216,1.0015,1.245,1.2988,1.2642,0.9514,1.2201,1.0172,1.0011,1.3644,1.1801,1.0682
62,131,216,1.0015,1.295,1.2334,1.2802,0.982,1.2126,1.0178,1.0337,1.3463,1.1849,1.0851
62,132,216,1.0246,1.2333,1.2679,1.3043,0.917,1.2972,1.0143,1.0009,1.3109,1.22,1.1447
62,133,216,0.9945,1.2858,1.253,1.3178,0.9158,1.2349,1.0306,0.9962,1.3699,1.1257,1.1215
62,134,216,0.9518,1.2892,1.2729,1.2476,0.9124,1.2171,1.0198,0.954,1.4091,1.2021,1.14
62,135,216,1.0037,1.258,1.3358,1.3399,0.912,1.2885,1.053,1.0461,1.3457,1.2128,1.2211
62,136,216,0.9662,1.2843,1.2354,1.2462,0.9715,1.2286,1.0405,1.0144,1.3732,1.1542,1.1255
62,137,216,1.0111,1.2578,1.2902,1.2809,0.9395,1.2043,1.0034,1.0207,1.3736,1.2646,1.1204
62,138,216,1.0385,1.2595,1.2846,1.2434,0.9193,1.1812,1.0477,0.9909,1.3229,1.2615,1.1191
62,139,216,0.9695,1.3161,1.3672,1.2435,0.9764,1.2722,1.0624,1.0086,1.3355,1.1884,1.1523
62,140,216,0.9885,1.3541,1.3101,1.3284,0.9847,1.2306,1.1422,1.0268,1.3244,1.2535,1.106
62,141,216,1.0031,1.2999,1.2818,1.3532,0.9667,1.2276,1.0601,0.9582,1.2948,1.2476,1.1478
62,142,216,1.0383,1.2911,1.3048,1.2795,0.9203,1.2978,1.0627,1.0188,1.3282,1.2448,1.1579
62,143,216,0.968,1.334,1.276,1.3254,0.9519,1.2227,1.0799,0.9884,1.4444,1.2151,1.2236
62,144,216,1.0297,1.3092,1.2367,1.2658,0.9972,1.2534,1.083,0.9574,1.3832,1.2457,1.1611
62,145,216,1.0377,1.2666,1.2943,1.2849,0.9529,1.2254,1.061,1.0032,1.3814,1.2365,1.1192
62,146,216,1.0842,1.3292,1.2726,1.2741,0.9189,1.2607,1.0536,0.9804,1.4063,1.2483,1.1079
62,147,216,1.0105,1.3219,1.3517,1.3111,0.9891,1.2738,1.043,0.9942,1.369,1.2201,1.1028
62,148,216,1.0038,1.3126,1.3205,1.3391,0.9377,1.242,0.9674,1.0517,1.4165,1.232,1.1334
62,149,216,1.0231,1.3051,1.3274,1.3197,0.9954,1.2569,1.0258,0.9942,1.3645,1.2261,1.1942
62,150,216,1.0043,1.3396,1.3122,1.2891,0.968,1.2399,1.0453,0.9945,1.4334,1.2978,1.1543
62,151,216,1.0024,1.3229,1.3216,1.3603,0.9777,1.2801,1.1188,1.0483,1.3927,1.2373,1.1257
62,152,216,1.0021,1.2792,1.3266,1.249,1.0147,1.3452,0.9913,0.9894,1.3605,1.2681,1.1807
62,153,216,1.0631,1.2965,1.3018,1.3717,1.0654,1.2716,1.1033,1.0231,1.3971,1.227,1.1766
62,154,216,1.0431,1.2869,1.328,1.2883,1.0221,1.3082,1.1017,1.0157,1.4384,1.2533,1.1597
62,155,216,1.0548,1.3651,1.3418,1.3786,1.008,1.3,1.0512,1.011,1.3874,1.2563,1.1523
62,156,216,1.0906,1.3532,1.328,1.3591,1.0227,1.2433,1.024,1.06,1.3462,1.271,1.1776
62,157,216,1.0171,1.3543,1.332,1.2851,0.9744,1.3138,1.0429,1.0543,1.4258,1.2729,1.097
62,158,216,1.0034,1.3456,1.3536,1.3609,0.9765,1.2706,1.0434,0.9968,1.4364,1.2707,1.1261
62,159,216,0.9809,1.2957,1.3882,1.328,1.0242,1.2916,1.0261,1.0615,1.4701,1.2766,1.1816
62,160,216,1.0595,1.3312,1.3338,1.3581,0.9762,1.271,1.0885,1.014,1.3711,1.3219,1.1603
62,161,216,1.0606,1.3381,1.372,1.3969,1.0337,1.3058,1.1401,1.0709,1.3907,1.2591,1.2204
62,162,216,1.0976,1.359,1.3231,1.3008,0.9824,1.3771,1.1559,1.0208,1.3154,1.2563,1.2009
62,163,216,1.1094,1.3496,1.3631,1.3687,0.9624,1.269,1.0981,1.0632,1.4856,1.2351,1.2024
62,164,216,1.0183,1.3242,1.3642,1.3245,0.9708,1.3537,1.0643,1.0949,1.4497,1.2537,1.2038
62,165,216,1.0723,1.3785,1.3337,1.3802,1.0118,1.3332,1.0947,1.1276,1.3397,1.2696,1.209
62,166,216,1.0724,1.2828,1.3622,1.3545,1.0176,1.3438,1.0702,1.0451,1.4643,1.304,1.2081
62,167,216,1.0699,1.3768,1.3621,1.3388,1.0318,1.3237,1.0546,1.0353,1.497,1.2812,1.2316
62,168,216,1.0377,1.4416,1.3567,1.3283,1.0366,1.3263,1.114,1.0526,1.4163,1.3419,1.2096
62,169,216,1.0654,1.2813,1.3434,1.3768,1.065,1.321,1.0601,1.0284,1.4365,1.305,1.2535
62,170,216,1.0806,1.3989,1.2942,1.4265,0.9693,1.3089,1.0815,1.0268,1.404,1.2218,1.2093
62,171,216,1.1032,1.3781,1.3531,1.4114,1.0322,1.3054,1.0713,1.0031,1.4013,1.2264,1.2083
62,172,216,1.0953,1.3864,1.3742,1.3299,1.0387,1.336,1.1341,1.0068,1.4452,1.3129,1.2572
62,173,216,1.0407,1.3118,1.3697,1.3393,1.0268,1.3586,1.0748,1.0055,1.4653,1.3163,1.1523
62,174,216,1.0176,1.4682,1.3593,1.3965,1.0206,1.3417,1.1854,1.0648,1.4722,1.287,1.264
62,175,216,1.1171,1.3367,1.3729,1.4325,1.0251,1.3656,1.1354,1.081,1.4431,1.3434,1.2103
62,176,216,1.0819,1.371,1.3805,1.4149,1.0173,1.2826,1.2078,1.0674,1.419,1.3044,1.184
62,177,216,1.0825,1.3795,1.3574,1.451,1.0203,1.3675,1.2643,1.0459,1.473,1.3163,1.1982
62,178,216,1.1128,1.4443,1.4157,1.3963,1.1108,1.3672,1.1584,1.1011,1.4816,1.3167,1.2905
62,179,216,1.0985,1.4014,1.3814,1.3981,0.9526,1.3773,1.1555,1.0809,1.4538,1.3097,1.2434
62,180,216,1.0611,1.4089,1.4468,1.402,0.9999,1.3022,1.0951,1.068,1.4702,1.3317,1.2672
62,181,216,1.1311,1.3787,1.4078,1.3878,1.0501,1.3983,1.1163,1.0904,1.4378,1.279,1.2054
62,182,216,1.1367,1.3988,1.4194,1.4193,1.0625,1.4012,1.1349,1.0283,1.5045,1.4038,1.1932
62,183,216,1.0428,1.444,1.4029,1.3747,1.0364,1.3349,1.1664,1.1454,1.5077,1.3099,1.2827
62,184,216,1.0948,1.4316,1.4266,1.4135,1.0495,1.3869,1.158,1.0914,1.5679,1.3043,1.2694
62,185,216,1.0495,1.4294,1.4233,1.4256,1.0071,1.3312,1.128,1.1054,1.4423,1.3426,1.3115
62,186,216,1.1102,1.4032,1.4097,1.4346,1.015,1.369,1.1136,1.1317,1.4458,1.3772,1.2324
62,187,216,1.0652,1.4519,1.4063,1.3905,1.05,1.3162,1.1675,1.1512,1.586,1.3059,1.2597
62,188,216,1.1662,1.4055,1.4278,1.4307,1.0269,1.4035,1.145,1.0983,1.4641,1.2879,1.2663
62,189,216,1.1516,1.4225,1.425,1.393,1.0474,1.398,1.1486,1.0757,1.5221,1.3479,1.2495
62,190,216,1.0648,1.404,1.43,1.3721,1.0848,1.4297,1.1374,1.1796,1.5548,1.3352,1.2869
62,191,216,1.0253,1.3641,1.4525,1.448,1.0772,1.2968,1.1232,1.0511,1.6051,1.3824,1.2258
62,192,216,1.1351,1.4472,1.4067,1.3938,1.0281,1.4208,1.1263,1.0884,1.4901,1.3128,1.3074
62,193,216,1.0611,1.4536,1.4182,1.514,1.1219,1.3446,1.143,1.1652,1.5457,1.3428,1.3138
62,194,216,1.0948,1.4057,1.4159,1.5192,1.0141,1.3646,1.2054,1.2074,1.4647,1.3835,1.3015
62,195,216,1.1415,1.4914,1.447,1.473,1.0806,1.4546,1.144,1.095,1.4912,1.4491,1.3382
62,196,216,1.1156,1.4863,1.4451,1.49,1.0818,1.3349,1.0928,1.0704,1.6265,1.3509,1.2641
62,197,216,1.1513,1.4627,1.4642,1.4158,1.0953,1.4272,1.1232,1.1099,1.5532,1.4014,1.2332
62,198,216,1.1324,1.4786,1.4451,1.4163,1.128,1.4459,1.1325,1.0804,1.535,1.3845,1.256
62,199,216,1.1032,1.4406,1.3962,1.4016,1.1446,1.453,1.1299,1.1183,1.5353,1.3645,1.3266
62,200,216,1.0665,1.4396,1.4039,1.4431,1.0289,1.4294,1.1513,1.0786,1.571,1.356,1.2683
62,201,216,1.1089,1.4643,1.4937,1.4483,1.0541,1.4423,1.1083,1.2249,1.5261,1.2646,1.2913
62,202,216,1.0866,1.4478,1.537,1.4157,1.1168,1.407,1.2139,1.1865,1.5076,1.4409,1.2792
62,203,216,1.1537,1.5117,1.4201,1.4337,1.1026,1.3437,1.1642,1.1012,1.5142,1.3594,1.3238
62,204,216,1.1834,1.4265,1.4638,1.4816,1.1006,1.4739,1.2198,1.124,1.5659,1.4623,1.2991
62,205,216,1.169,1.487,1.447,1.549,1.1074,1.4103,1.1837,1.1647,1.5246,1.3887,1.3008
62,206,216,1.1647,1.5417,1.5151,1.4619,1.1202,1.4182,1.1435,1.1814,1.6126,1.4286,1.3316
62,207,216,1.1392,1.507,1.4715,1.5321,1.1172,1.4728,1.1377,1.0855,1.5745,1.3175,1.3011
62,208,216,1.1786,1.5031,1.4991,1.5054,1.117,1.4284,1.2176,1.173,1.4957,1.4189,1.2492
62,209,216,1.1366,1.435,1.473,1.4652,1.1002,1.5346,1.1843,1.2255,1.6291,1.4588,1.3257
62,210,216,1.1814,1.4486,1.4953,1.562,1.0739,1.4822,1.2175,1.063,1.6211,1.4199,1.3601
62,211,216,1.1169,1.4641,1.4439,1.5611,1.0691,1.4308,1.2591,1.2145,1.5949,1.3849,1.311
62,212,216,1.1586,1.5222,1.5588,1.4898,1.0413,1.3998,1.1811,1.1251,1.6242,1.4122,1.2923
62,213,216,1.1836,1.4827,1.5184,1.5486,1.1828,1.422,1.2207,1.1506,1.6206,1.4782,1.2897
62,214,216,1.191,1.4674,1.5411,1.502,1.1266,1.3843,1.197,1.1881,1.5987,1.5467,1.3753
62,215,216,1.2083,1.4963,1.5079,1.5071,1.1178,1.4772,1.2595,1.1766,1.5595,1.4059,1.3121
62,216,216,1.2253,1.5379,1.5416,1.5494,1.1883,1.448,1.1745,1.151,1.6149,1.4636,1.3757
63,1,157,0.9951,1.1242,0.7917,0.9333,0.9632,1.0282,0.8355,1.1841,0.9042,1.0044,0.9158
63,2,157,0.959,1.1233,0.8393,0.9152,0.9257,0.998,0.8145,1.1618,0.8971,1.0289,0.91
63,3,157,0.9626,1.1022,0.8104,0.9004,0.9368,0.9887,0.8317,1.1661,0.93,1.03,0.8843
63,4,157,0.9265,1.1364,0.8481,0.9014,0.9715,0.9939,0.7965,1.2005,0.9271,1.0591,0.9097
63,5,157,0.9429,1.1184,0.7876,0.9091,0.9363,0.9796,0.7831,1.1529,0.9369,1.0611,0.907
63,6,157,1.0022,1.1394,0.8314,0.9131,0.952,0.9784,0.8279,1.1547,0.914,1.0463,0.9023
63,7,157,0.946,1.1012,0.7883,0.869,0.964,0.9886,0.8402,1.1771,0.946,1.0194,0.8924
63,8,157,0.9424,1.1416,0.8023,0.8584,0.9857,1.0226,0.8431,1.1674,0.9276,1.016,0.9053
63,9,157,0.9553,1.1508,0.8084,0.8693,0.936,1.0156,0.8298,1.1763,0.9255,1.0128,0.9247
63,10,157,0.9508,1.0895,0.8112,0.8898,0.9974,1.0225,0.8203,1.1676,0.8822,0.9927,0.9216
63,11,157,0.9642,1.0889,0.8175,0.8981,0.9565,1.0138,0.8399,1.1562,0.8977,1.0153,0.9294
63,12,157,0.959,1.1122,0.8029,0.8869,0.9321,0.9813,0.8153,1.1701,0.9334,1.0406,0.9338
63,13,157,0.9718,1.1127,0.8489,0.9213,0.9453,0.9877,0.8139,1.1925,0.9125,1.0403,0.8953
63,14,157,0.9564,1.0964,0.8285,0.9119,0.9668,0.99,0.7891,1.128,0.8977,0.9915,0.8693
63,15,157,0.9254,1.0998,0.7899,0.8773,0.9848,1.0073,0.8359,1.1796,0.8957,1.032,0.9056
63,16,157,0.8909,1.0973,0.7984,0.8933,0.9264,1.0281,0.8346,1.1927,0.9168,1.032,0.8902
63,17,157,0.9371,1.1179,0.8175,0.886,0.9564,1.0141,0.7877,1.162,0.9064,1.0537,0.8605
63,18,157,0.9312,1.1057,0.859,0.8932,1.0029,0.9839,0.8214,1.1633,0.9146,1.022,0.8527
63,19,157,0.9728,1.1149,0.7909,0.9004,0.9349,1.0,0.8474,1.186,0.9193,1.0527,0.926
63,20,157,0.9804,1.145,0.8329,0.8646,0.9253,1.0391,0.8212,1.1778,0.9016,1.0336,0.9408
63,21,157,0.9506,1.1526,0.7993,0.8954,0.9388,1.0194,0.814,1.1944,0.9128,1.0075,0.8753
63,22,157,1.0023,1.1335,0.8524,0.9015,0.9578,0.9976,0.8668,1.1648,0.9033,1.0145,0.8845
63,23,157,0.8918,1.1436,0.8651,0.9458,0.9698,1.0468,0.7956,1.1885,0.8894,1.0024,0.9213
63,24,157,0.9642,1.1227,0.8443,0.9469,0.9309,1.0138,0.7876,1.2285,0.9382,1.0467,0.8625
63,25,157,0.9421,1.0953,0.8664,0.9494,1.0143,1.0536,0.8188,1.1798,0.9489,1.029,0.8833
63,26,157,0.978,1.1407,0.8157,0.9616,0.9393,0.995,0.8182,1.2078,0.9482,1.0512,0.9023
63,27,157,0.9284,1.1085,0.8059,0.9011,0.969,0.9743,0.8207,1.1859,0.9334,1.0405,0.9016
63,28,157,0.9855,1.115,0.8355,0.9426,0.9526,1.0306,0.8415,1.2051,0.9422,1.0233,0.891
63,29,157,0.9862,1.1416,0.8408,0.8915,0.9551,0.9998,0.8466,1.2509,0.9245,1.0405,0.9365
63,30,157,0.9497,1.169,0.8207,0.9176,0.9811,0.987,0.8204,1.1834,0.9391,1.0882,0.8814
63,31,157,0.9751,1.1492,0.8126,0.9001,0.9354,0.9994,0.8288,1.1958,0.9051,1.0374,0.9304
63,32,157,0.9899,1.1223,0.8393,0.8918,0.983,1.032,0.8321,1.2047,0.9082,1.0622,0.8881
63,33,157,0.9338,1.1243,0.8447,0.8985,0.954,1.0104,0.8366,1.2039,0.9478,1.044,0.8884
63,34,157,0.9559,1.0715,0.8255,0.9111,0.9108,1.038,0.8418,1.2348,0.9244,1.0036,0.927
63,35,157,0.9881,1.1119,0.7688,0.9363,0.9106,1.0561,0.817,1.1482,0.9465,1.067,0.8853
63,36,157,0.9929,1.1409,0.8468,0.9076,0.9481,1.0661,0.8284,1.1889,0.9375,1.0414,0.9384
63,37,157,0.9314,1.1572,0.8372,0.9519,0.9993,1.049,0.8412,1.2087,0.9323,1.0719,0.9025
63,38,157,0.9873,1.1427,0.8347,0.9266,0.9552,1.0318,0.7927,1.2459,0.8902,1.0977,0.878
63,39,157,0.976,1.1696,0.8397,0.9223,0.9581,1.0064,0.9116,1.2122,0.9449,1.0347,0.9455
63,40,157,0.9756,1.1375,0.8658,0.9513,1.0157,1.037,0.8251,1.2071,0.9626,1.0525,0.8749
63,41,157,0.9929,1.1101,0.9181,0.9571,0.9491,1.0282,0.8259,1.2179,0.8825,1.0494,0.9125
63,42,157,0.9736,1.1038,0.8572,0.9095,0.9908,1.0505,0.8685,1.203,0.9171,1.0558,0.9313
63,43,157,0.9423,1.1435,0.8374,0.9184,0.9829,0.9931,0.8258,1.1894,0.9865,1.0902,0.8923
63,44,157,0.961,1.1162,0.8519,0.9221,0.9468,0.994,0.8675,1.1883,0.9616,1.0708,0.8739
63,45,157,0.9643,1.1911,0.8441,0.9566,0.9533,1.0174,0.8673,1.1854,0.9168,1.0288,0.9235
63,46,157,0.9137,1.1518,0.8477,0.9151,0.9882,1.0241,0.8283,1.1782,0.9626,1.0489,0.8761
63,47,157,0.9322,1.1687,0.8655,0.9337,0.9694,1.066,0.8195,1.1841,0.9634,1.0824,0.9322
63,48,157,0.9933,1.142,0.8682,0.8992,0.9672,1.0212,0.8775,1.2149,0.9353,1.1017,0.9399
63,49,157,0.9768,1.168,0.8294,0.9116,0.9649,0.9997,0.8504,1.1907,0.9478,1.0515,0.9401
63,50,157,0.993,1.1623,0.8561,0.9157,0.9902,1.0432,0.877,1.2405,0.9186,1.0576,0.9581
63,51,157,1.0125,1.1922,0.8787,0.9486,0.9891,1.0402,0.8387,1.2127,0.9256,1.0165,0.9249
63,52,157,0.9965,1.1928,0.8705,0.941,0.997,1.0355,0.8383,1.2055,0.9504,1.0899,0.9674
63,53,157,1.0318,1.1434,0.8818,0.9743,0.9973,1.0398,0.8364,1.2022,0.9643,1.0646,0.9628
63,54,157,0.9937,1.1939,0.8461,0.9077,1.0193,1.0387,0.7977,1.2715,0.9461,1.0283,0.9325
63,55,157,1.0124,1.1873,0.8443,0.9409,1.0059,1.0627,0.8137,1.2254,0.9726,1.0737,0.9481
63,56,157,0.9919,1.1715,0.8406,0.9089,0.9632,1.0414,0.8702,1.2425,0.9661,1.0151,0.9535
63,57,157,1.0001,1.1868,0.9041,0.9508,1.0004,1.0586,0.8476,1.1973,0.9586,1.0714,0.94
63,58,157,0.9879,1.2098,0.8472,0.9389,1.0112,1.0809,0.8487,1.2359,0.9441,1.0927,0.9621
63,59,157,1.0384,1.1068,0.868,0.9946,0.994,1.0483,0.7929,1.2289,0.9998,1.0441,0.9037
63,60,157,1.0354,1.1617,0.8552,0.9483,0.9814,1.0713,0.8632,1.277,0.9117,1.0628,0.9749
63,61,157,0.9742,1.1557,0.8894,0.9395,0.9953,1.0646,0.8793,1.2079,0.955,1.0938,1.0053
63,62,157,0.9636,1.1911,0.8567,0.9775,1.0101,1.0623,0.876,1.2733,0.9547,1.0636,0.9679
63,63,157,1.0152,1.1515,0.8891,0.9908,1.015,1.0673,0.8573,1.2259,1.0189,1.0939,0.9356
63,64,157,1.0109,1.2055,0.8598,0.9495,1.0406,1.064,0.8596,1.2625,0.9018,1.1306,1.0087
63,65,157,1.0046,1.1779,0.8523,0.9538,0.9808,1.0633,0.934,1.2617,0.9886,1.0828,0.9475
63,66,157,1.0411,1.1872,0.8436,0.9002,1.0152,1.0739,0.9011,1.2799,0.9837,1.099,1.0109
63,67,157,0.9968,1.2379,0.8874,0.9441,0.9666,1.0974,0.8935,1.3102,0.9459,1.0903,0.9418
63,68,157,1.0729,1.1214,0.9124,0.935,1.0578,1.0312,0.8463,1.218,0.9885,1.1122,0.9504
63,69,157,0.9627,1.1956,0.8403,0.938,1.0058,1.0637,0.84,1.2398,0.9801,1.0859,0.95
63,70,157,0.9792,1.2096,0.8696,0.9236,0.9805,1.0522,0.9026,1.1995,0.985,1.1194,0.928
63,71,157,1.0034,1.1471,0.9125,0.9894,1.011,1.0943,0.8733,1.2796,0.944,1.1624,0.9496
63,72,157,1.0073,1.2033,0.8719,0.9425,1.0898,1.0896,0.8729,1.2363,0.9261,1.1103,0.992
63,73,157,1.0244,1.2058,0.8905,0.9644,1.0116,1.0938,0.849,1.252,1.0004,1.1097,0.9474
63,74,157,1.0474,1.1752,0.8713,1.0179,1.0374,1.0974,0.9031,1.2968,1.0218,1.0899,0.9976
63,75,157,0.9882,1.1936,0.8336,0.9027,1.0494,1.0872,0.9326,1.2554,1.0092,1.1141,0.9916
63,76,157,1.0464,1.2212,0.8574,1.0024,1.0392,1.0726,0.8706,1.2718,0.9845,1.0886,0.9633
63,77,157,1.0387,1.2024,0.9232,0.9835,1.0666,1.1018,0.8431,1.3068,1.0686,1.0981,0.9667
63,78,157,1.0401,1.2199,0.893,0.9502,1.0305,1.0661,0.9331,1.28,0.9917,1.0966,0.9541
63,79,157,1.0222,1.1874,0.8896,0.9945,1.0409,1.13,0.8699,1.3088,1.0021,1.1379,0.9646
63,80,157,0.99,1.2409,0.8992,0.9408,1.0898,1.0507,0.9611,1.2787,1.006,1.0826,0.9606
63,81,157,1.029,1.2504,0.8336,0.9766,1.0455,1.0699,0.8671,1.3022,1.0064,1.1249,0.9583
63,82,157,1.0189,1.2135,0.9112,0.9481,1.0672,1.0811,0.8826,1.3042,0.9842,1.1377,0.9711
63,83,157,1.034,1.2791,0.9057,1.0067,1.0795,1.081,0.8888,1.2394,0.9687,1.0918,0.9687
63,84,157,1.0208,1.2519,0.8973,0.9786,1.0535,1.1426,0.9235,1.3289,0.9896,1.1797,1.0454
63,85,157,1.0244,1.2407,0.9049,1.002,1.0132,1.1237,0.9435,1.2668,0.9923,1.1426,0.9624
63,86,157,1.0688,1.2335,0.863,1.0293,1.0701,1.0923,0.8927,1.3322,1.0121,1.201,0.99
63,87,157,1.0307,1.1788,0.917,0.9836,1.0739,1.0985,0.866,1.2765,0.9473,1.1465,0.994
63,88,157,1.0349,1.2643,0.8846,1.0458,1.0203,1.126,0.9366,1.3393,0.9428,1.1743,0.9999
63,89,157,1.0298,1.2547,0.9243,0.9855,1.0877,1.1287,0.9275,1.3625,0.9765,1.2178,0.9463
63,90,157,1.0898,1.1797,0.9412,0.9362,1.0329,1.1819,0.9081,1.3283,1.0537,1.1525,0.998
63,91,157,1.0689,1.1997,0.8961,1.0249,1.0519,1.0945,0.9407,1.289,1.0017,1.1361,0.9825
63,92,157,1.069,1.2121,0.9241,0.993,1.0923,1.0992,0.9424,1.3079,0.9577,1.183,1.0275
63,93,157,1.0382,1.2692,0.9613,0.9842,1.1005,1.1547,0.8431,1.284,1.0468,1.1807,0.9604
