fl_date,month,day_of_month,day_of_week,op_unique_carrier,op_carrier_fl_num,origin,dest,crs_dep_time,crs_elapsed_time,distance,arr_delay
2024-08-05,8,5,1,AS,373,DEN,PHX,1515,125,602,9
2024-08-02,8,2,5,WN,374,ATL,JFK,2215,137,760,5
2024-08-03,8,3,6,DL,375,BOS,MIA,715,196,1258,-3
2024-01-09,1,9,2,AA,376,SFO,SEA,800,134,679,-6
2024-03-12,3,12,2,AS,377,LAX,ORD,1815,246,1745,86
2024-03-11,3,11,1,WN,378,JFK,LAX,1700,372,2475,-6
2024-01-28,1,28,7,NK,379,LAX,ORD,2015,240,1745,-8
2024-03-13,3,13,3,UA,380,LAX,ORD,1815,264,1745,88
2024-03-12,3,12,2,UA,381,DEN,PHX,2045,123,602,-1
2024-11-26,11,26,2,AS,382,DEN,PHX,600,119,602,-6
2024-03-23,3,23,6,UA,383,SEA,SFO,2230,134,679,4
2024-04-26,4,26,5,B6,384,IAH,LAS,2145,215,1220,27
2024-04-18,4,18,4,UA,385,IAH,LAS,1000,211,1220,66
2024-06-09,6,9,7,F9,386,DEN,PHX,1000,125,602,2
2024-08-05,8,5,1,AS,387,EWR,MCO,1630,155,937,25
2024-03-24,3,24,7,WN,388,MIA,BOS,530,191,1258,92
2024-01-17,1,17,3,WN,389,EWR,MCO,645,156,937,88
2024-02-17,2,17,6,AA,390,LAX,ORD,1445,256,1745,61
2024-07-19,7,19,5,WN,391,LAX,ORD,1545,268,1745,-7
2024-03-17,3,17,7,DL,392,SEA,SFO,630,110,679,5
2024-08-25,8,25,7,UA,393,EWR,MCO,1115,179,937,-3
2024-09-21,9,21,6,UA,394,SEA,SFO,1545,130,679,6
2024-05-28,5,28,2,UA,395,LAX,ORD,645,247,1745,3
2024-11-06,11,6,3,WN,396,BOS,MIA,2000,210,1258,10
2024-06-07,6,7,5,AA,397,DFW,DEN,2000,134,641,-8
2024-05-31,5,31,5,AS,398,DFW,DEN,1600,122,641,1
2024-08-23,8,23,5,UA,399,IAH,LAS,1915,215,1220,-2
2024-09-06,9,6,5,DL,400,BOS,MIA,1815,199,1258,2
2024-11-15,11,15,5,AS,401,SEA,SFO,2145,113,679,3
2024-11-25,11,25,1,AA,402,BOS,MIA,515,212,1258,7
2024-07-11,7,11,4,DL,403,MIA,BOS,1245,212,1258,-8
2024-02-17,2,17,6,F9,404,EWR,MCO,1900,157,937,7
2024-02-25,2,25,7,UA,405,IAH,LAS,1145,195,1220,3
2024-06-24,6,24,1,DL,406,LAX,ORD,830,254,1745,5
2024-03-20,3,20,3,AA,407,SEA,SFO,1500,124,679,43
2024-07-04,7,4,4,NK,408,JFK,LAX,615,377,2475,-4
2024-08-04,8,4,7,AA,409,EWR,MCO,900,163,937,-8
2024-06-01,6,1,6,NK,410,ORD,ATL,2115,131,606,3
2024-01-28,1,28,7,B6,411,DFW,DEN,1415,126,641,0
2024-09-03,9,3,2,AS,412,ATL,JFK,1830,154,760,-5
2024-10-14,10,14,1,NK,413,JFK,LAX,930,371,2475,-8
2024-03-18,3,18,1,AS,414,JFK,LAX,1500,375,2475,5
2024-09-23,9,23,1,NK,415,MIA,BOS,1900,186,1258,-6
2024-04-06,4,6,6,WN,416,IAH,LAS,1715,196,1220,-5
2024-12-13,12,13,5,WN,417,SFO,SEA,1600,114,679,120
2024-03-04,3,4,1,B6,418,SEA,SFO,1845,116,679,4
2024-08-06,8,6,2,AS,419,SEA,SFO,1045,118,679,-7
2024-10-10,10,10,4,AS,420,DFW,DEN,1445,140,641,2
2024-11-13,11,13,3,B6,421,IAH,LAS,700,187,1220,-7
2024-07-29,7,29,1,AA,422,BOS,MIA,2200,205,1258,9
2024-10-24,10,24,4,F9,423,SEA,SFO,1115,129,679,3
2024-07-14,7,14,7,F9,424,SEA,SFO,1645,118,679,-7
2024-07-10,7,10,3,NK,425,JFK,LAX,1330,376,2475,-2
2024-05-03,5,3,5,NK,426,EWR,MCO,500,159,937,-9
2024-11-03,11,3,7,AS,427,SEA,SFO,1815,122,679,8
2024-11-11,11,11,1,NK,428,SFO,SEA,1815,135,679,8
2024-03-29,3,29,5,NK,429,IAH,LAS,1815,188,1220,-5
2024-03-01,3,1,5,UA,430,SEA,SFO,1315,135,679,10
2024-02-17,2,17,6,AS,431,SFO,SEA,900,124,679,10
2024-07-14,7,14,7,DL,432,BOS,MIA,1615,192,1258,4
2024-04-09,4,9,2,WN,433,MIA,BOS,1300,193,1258,2
2024-11-17,11,17,7,DL,434,DFW,DEN,845,149,641,-7
2024-03-13,3,13,3,DL,435,ORD,ATL,745,137,606,-8
2024-07-19,7,19,5,AS,436,SFO,SEA,745,135,679,3
2024-12-17,12,17,2,DL,437,SFO,SEA,1915,110,679,10
2024-04-01,4,1,1,B6,438,JFK,LAX,830,361,2475,-9
2024-11-03,11,3,7,F9,439,BOS,MIA,1300,191,1258,110
2024-01-12,1,12,5,AA,440,SEA,SFO,1600,133,679,-4
2024-06-16,6,16,7,WN,441,JFK,LAX,930,358,2475,104
2024-02-17,2,17,6,F9,442,SFO,SEA,1945,118,679,-1
2024-05-08,5,8,3,NK,443,SFO,SEA,1700,123,679,-2
2024-04-15,4,15,1,B6,444,DFW,DEN,1830,146,641,4
2024-02-25,2,25,7,AS,445,BOS,MIA,1630,213,1258,8
2024-03-26,3,26,2,DL,446,DEN,PHX,1830,119,602,-2
2024-01-16,1,16,2,AS,447,ATL,JFK,1030,132,760,3
2024-12-02,12,2,1,DL,448,SFO,SEA,800,115,679,56
2024-06-17,6,17,1,AA,449,IAH,LAS,1200,197,1220,0
2024-04-18,4,18,4,B6,450,BOS,MIA,745,206,1258,51
2024-06-12,6,12,3,NK,451,LAX,ORD,2000,248,1745,79
2024-03-04,3,4,1,NK,452,ORD,ATL,1715,128,606,8
2024-01-10,1,10,3,AA,453,MIA,BOS,1930,189,1258,-10
2024-09-30,9,30,1,NK,454,JFK,LAX,500,365,2475,98
2024-06-03,6,3,1,DL,455,ATL,JFK,730,140,760,2
2024-06-01,6,1,6,AA,456,ATL,JFK,830,155,760,10
2024-04-24,4,24,3,DL,457,JFK,LAX,1545,357,2475,29
2024-04-07,4,7,7,UA,458,ORD,ATL,500,118,606,7
2024-01-25,1,25,4,AA,459,ORD,ATL,1730,132,606,58
2024-10-25,10,25,5,UA,460,DFW,DEN,1845,141,641,34
2024-09-27,9,27,5,DL,461,SEA,SFO,1330,129,679,5
2024-02-17,2,17,6,F9,462,SFO,SEA,1615,126,679,-8
2024-02-09,2,9,5,WN,463,IAH,LAS,515,199,1220,-4
2024-09-06,9,6,5,NK,464,SFO,SEA,2130,129,679,8
2024-08-20,8,20,2,B6,465,IAH,LAS,915,214,1220,-7
2024-08-19,8,19,1,AS,466,ATL,JFK,1100,133,760,2
2024-12-17,12,17,2,NK,467,DFW,DEN,815,134,641,10
2024-02-26,2,26,1,DL,468,IAH,LAS,1300,200,1220,-5
2024-05-15,5,15,3,F9,469,LAX,ORD,1815,244,1745,1
2024-08-08,8,8,4,NK,470,SEA,SFO,1600,106,679,50
2024-08-04,8,4,7,NK,471,IAH,LAS,1345,201,1220,38
2024-12-14,12,14,6,NK,472,ORD,ATL,1200,111,606,30
2024-05-16,5,16,4,AA,473,BOS,MIA,1245,197,1258,-2
2024-04-22,4,22,1,NK,474,ORD,ATL,2015,115,606,-2
2024-11-22,11,22,5,WN,475,LAX,ORD,815,256,1745,-10
2024-06-05,6,5,3,F9,476,IAH,LAS,1500,190,1220,-5
2024-08-21,8,21,3,UA,477,LAX,ORD,1830,240,1745,76
2024-02-09,2,9,5,UA,478,MIA,BOS,1645,203,1258,-10
2024-05-06,5,6,1,AA,479,DEN,PHX,1415,116,602,18
2024-02-18,2,18,7,UA,480,DFW,DEN,1945,143,641,0
2024-05-11,5,11,6,AS,481,SEA,SFO,530,114,679,4
2024-12-05,12,5,4,AS,482,SEA,SFO,2000,113,679,9
2024-07-29,7,29,1,AA,483,DFW,DEN,1645,120,641,-6
2024-12-22,12,22,7,WN,484,BOS,MIA,1145,205,1258,-8
2024-11-16,11,16,6,DL,485,MIA,BOS,2115,193,1258,4
2024-07-19,7,19,5,AS,486,LAX,ORD,1415,241,1745,-2
2024-03-03,3,3,7,AS,487,BOS,MIA,1400,185,1258,1
2024-03-16,3,16,6,F9,488,EWR,MCO,2215,164,937,53
2024-02-03,2,3,6,F9,489,MIA,BOS,1130,211,1258,21
2024-09-07,9,7,6,DL,490,JFK,LAX,630,354,2475,-10
2024-09-14,9,14,6,AS,491,MIA,BOS,730,189,1258,-6
2024-10-26,10,26,6,WN,492,ATL,JFK,2030,132,760,-9
2024-07-23,7,23,2,NK,493,ATL,JFK,1430,130,760,49
2024-06-14,6,14,5,NK,494,EWR,MCO,1130,159,937,114
2024-04-12,4,12,5,NK,495,SEA,SFO,1915,117,679,88
2024-03-11,3,11,1,NK,496,ORD,ATL,1645,121,606,6
2024-08-03,8,3,6,NK,497,DEN,PHX,545,102,602,7
2024-06-03,6,3,1,UA,498,BOS,MIA,930,186,1258,1
2024-07-25,7,25,4,NK,499,DFW,DEN,1900,122,641,6
2024-11-28,11,28,4,AA,500,MIA,BOS,2030,212,1258,-1
2024-10-26,10,26,6,AA,501,ORD,ATL,1115,127,606,-9
2024-04-24,4,24,3,F9,502,DFW,DEN,1430,143,641,-6
2024-11-15,11,15,5,AA,503,DEN,PHX,900,116,602,16
2024-04-14,4,14,7,DL,504,SFO,SEA,1945,106,679,80
2024-07-26,7,26,5,DL,505,MIA,BOS,2230,211,1258,-3
2024-11-11,11,11,1,F9,506,EWR,MCO,1015,181,937,18
2024-09-18,9,18,3,WN,507,DFW,DEN,2030,129,641,5
2024-09-09,9,9,1,DL,508,BOS,MIA,845,198,1258,2
2024-01-15,1,15,1,NK,509,DFW,DEN,530,121,641,65
2024-06-30,6,30,7,F9,510,JFK,LAX,1300,355,2475,4
2024-09-14,9,14,6,AS,511,SEA,SFO,1700,110,679,6
2024-12-01,12,1,7,UA,512,LAX,ORD,1330,269,1745,-6
2024-11-26,11,26,2,NK,513,ORD,ATL,1030,114,606,9
2024-10-24,10,24,4,AS,514,BOS,MIA,700,185,1258,2
2024-02-19,2,19,1,UA,515,SFO,SEA,1515,129,679,5
2024-03-30,3,30,6,WN,516,ORD,ATL,700,129,606,3
2024-01-20,1,20,6,B6,517,ORD,ATL,1600,139,606,113
2024-02-25,2,25,7,UA,518,LAX,ORD,2215,246,1745,10
2024-08-12,8,12,1,B6,519,DEN,PHX,1815,102,602,-5
2024-12-08,12,8,7,AA,520,EWR,MCO,530,179,937,33
2024-10-06,10,6,7,NK,521,BOS,MIA,2145,191,1258,10
2024-08-30,8,30,5,WN,522,BOS,MIA,900,199,1258,7
2024-07-11,7,11,4,NK,523,EWR,MCO,2130,158,937,-6
2024-04-28,4,28,7,DL,524,DEN,PHX,1230,129,602,-10
2024-12-26,12,26,4,B6,525,ATL,JFK,1400,142,760,-5
2024-11-08,11,8,5,WN,526,SEA,SFO,2200,123,679,-9
2024-11-30,11,30,6,F9,527,MIA,BOS,1130,213,1258,-2
2024-04-14,4,14,7,AA,528,DFW,DEN,1245,122,641,-9
2024-02-06,2,6,2,AA,529,LAX,ORD,745,270,1745,9
2024-01-22,1,22,1,UA,530,MIA,BOS,1645,200,1258,-3
2024-01-11,1,11,4,B6,531,SFO,SEA,1145,126,679,116
2024-09-03,9,3,2,AA,532,SEA,SFO,1845,122,679,-6
2024-08-12,8,12,1,UA,533,ORD,ATL,1615,120,606,1
2024-05-01,5,1,3,NK,534,JFK,LAX,1800,375,2475,-3
2024-05-07,5,7,2,AA,535,IAH,LAS,1915,194,1220,32
2024-06-28,6,28,5,AA,536,LAX,ORD,945,255,1745,-1
2024-02-09,2,9,5,DL,537,EWR,MCO,2030,183,937,-4
2024-06-03,6,3,1,WN,538,DEN,PHX,1230,110,602,-1
2024-06-26,6,26,3,DL,539,JFK,LAX,2030,352,2475,9
2024-09-23,9,23,1,WN,540,DFW,DEN,830,143,641,-4
2024-04-30,4,30,2,UA,541,JFK,LAX,800,365,2475,4
2024-05-22,5,22,3,AA,542,MIA,BOS,630,212,1258,-8
2024-01-10,1,10,3,NK,543,DEN,PHX,1215,112,602,-9
2024-08-08,8,8,4,UA,544,EWR,MCO,2230,184,937,-9
2024-06-21,6,21,5,AA,545,BOS,MIA,1100,195,1258,8
2024-01-30,1,30,2,NK,546,ATL,JFK,2245,138,760,-1
2024-07-14,7,14,7,B6,547,DFW,DEN,900,128,641,-3
2024-05-07,5,7,2,B6,548,ORD,ATL,1700,129,606,89
2024-05-17,5,17,5,B6,549,LAX,ORD,500,249,1745,9
2024-04-01,4,1,1,AS,550,MIA,BOS,1900,215,1258,17
2024-11-22,11,22,5,AS,551,DEN,PHX,730,128,602,-9
2024-08-13,8,13,2,AS,552,ORD,ATL,1345,114,606,-2
2024-03-30,3,30,6,WN,553,EWR,MCO,1200,175,937,-9
2024-12-16,12,16,1,AA,554,DFW,DEN,615,121,641,0
2024-01-09,1,9,2,B6,555,MIA,BOS,2200,204,1258,1
2024-02-25,2,25,7,WN,556,LAX,ORD,715,246,1745,6
2024-07-09,7,9,2,AS,557,BOS,MIA,1830,189,1258,-8
2024-11-06,11,6,3,AA,558,LAX,ORD,1645,270,1745,3
2024-01-16,1,16,2,B6,559,BOS,MIA,500,204,1258,35
2024-09-18,9,18,3,WN,560,LAX,ORD,1615,252,1745,8
2024-03-17,3,17,7,AA,561,EWR,MCO,715,173,937,-8
2024-03-03,3,3,7,NK,562,SEA,SFO,2045,115,679,-9
2024-10-21,10,21,1,B6,563,SFO,SEA,1615,119,679,-3
2024-02-29,2,29,4,AS,564,IAH,LAS,1600,196,1220,3
2024-11-30,11,30,6,DL,565,LAX,ORD,1215,269,1745,3
2024-12-11,12,11,3,WN,566,ATL,JFK,1430,135,760,49
2024-07-28,7,28,7,DL,567,ORD,ATL,2015,138,606,8
2024-01-08,1,8,1,UA,568,DEN,PHX,2000,104,602,7
2024-01-13,1,13,6,AA,569,ATL,JFK,2145,153,760,-6
2024-03-06,3,6,3,NK,570,LAX,ORD,830,268,1745,-1
2024-11-07,11,7,4,AS,571,BOS,MIA,730,215,1258,-9
2024-11-18,11,18,1,F9,572,ATL,JFK,2015,148,760,-1
2024-10-28,10,28,1,UA,573,IAH,LAS,900,203,1220,-8
2024-11-28,11,28,4,AS,574,EWR,MCO,2130,185,937,-5
2024-06-01,6,1,6,DL,575,SFO,SEA,2145,114,679,82
2024-06-12,6,12,3,AS,576,ATL,JFK,1145,141,760,-9
2024-11-11,11,11,1,B6,577,BOS,MIA,830,193,1258,-5
2024-04-24,4,24,3,F9,578,DEN,PHX,815,121,602,-2
2024-02-19,2,19,1,B6,579,DFW,DEN,500,150,641,-5
2024-09-07,9,7,6,WN,580,JFK,LAX,1445,373,2475,42
2024-03-05,3,5,2,F9,581,SEA,SFO,845,133,679,-7
2024-05-14,5,14,2,NK,582,DEN,PHX,830,125,602,51
2024-04-23,4,23,2,DL,583,IAH,LAS,1530,199,1220,6
2024-12-18,12,18,3,DL,584,IAH,LAS,830,191,1220,3
2024-11-17,11,17,7,AA,585,EWR,MCO,1215,163,937,64
2024-09-05,9,5,4,F9,586,DFW,DEN,915,140,641,-1
2024-04-19,4,19,5,DL,587,SEA,SFO,1115,106,679,87
2024-05-14,5,14,2,NK,588,IAH,LAS,1645,201,1220,-3
2024-04-28,4,28,7,UA,589,MIA,BOS,1730,202,1258,5
2024-02-19,2,19,1,F9,590,MIA,BOS,1845,195,1258,-1
2024-08-05,8,5,1,WN,591,EWR,MCO,830,177,937,0
2024-03-06,3,6,3,NK,592,IAH,LAS,1815,185,1220,5
2024-09-16,9,16,1,B6,593,MIA,BOS,630,193,1258,3
2024-07-19,7,19,5,AS,594,ATL,JFK,630,140,760,-2
2024-11-21,11,21,4,WN,595,LAX,ORD,1215,257,1745,3
2024-02-26,2,26,1,WN,596,EWR,MCO,900,185,937,0
2024-02-16,2,16,5,AA,597,ATL,JFK,2200,145,760,1
2024-04-17,4,17,3,AA,598,SEA,SFO,2245,132,679,-5
2024-03-23,3,23,6,WN,599,MIA,BOS,2215,215,1258,-4
2024-01-11,1,11,4,AA,600,JFK,LAX,1745,351,2475,6
2024-06-03,6,3,1,UA,601,MIA,BOS,630,208,1258,-3
2024-12-01,12,1,7,DL,602,ATL,JFK,700,127,760,-2
2024-01-08,1,8,1,NK,603,JFK,LAX,845,356,2475,-6
2024-08-05,8,5,1,B6,604,LAX,ORD,1915,243,1745,51
2024-10-22,10,22,2,B6,605,EWR,MCO,1245,172,937,-8
2024-05-25,5,25,6,B6,606,DEN,PHX,1700,115,602,-3
2024-10-06,10,6,7,NK,607,LAX,ORD,545,264,1745,8
2024-07-08,7,8,1,WN,608,DEN,PHX,1515,125,602,55
2024-10-14,10,14,1,DL,609,ORD,ATL,1200,114,606,5
2024-08-30,8,30,5,NK,610,BOS,MIA,645,193,1258,-3
2024-06-21,6,21,5,NK,611,MIA,BOS,1800,193,1258,104
2024-09-07,9,7,6,WN,612,SEA,SFO,1230,119,679,10
2024-10-11,10,11,5,F9,613,SEA,SFO,845,127,679,-8
2024-03-06,3,6,3,DL,614,ATL,JFK,815,131,760,111
2024-01-20,1,20,6,F9,615,ORD,ATL,2145,114,606,10
2024-01-05,1,5,5,NK,616,ATL,JFK,1330,144,760,-1
2024-11-28,11,28,4,AS,617,BOS,MIA,1630,200,1258,-4
2024-06-18,6,18,2,F9,618,SFO,SEA,1045,105,679,-6
2024-04-01,4,1,1,AS,619,ATL,JFK,1415,131,760,16
2024-08-22,8,22,4,DL,620,SEA,SFO,1000,116,679,75
2024-11-17,11,17,7,WN,621,LAX,ORD,1830,251,1745,-1
2024-10-14,10,14,1,NK,622,MIA,BOS,900,208,1258,-8
2024-04-01,4,1,1,WN,623,MIA,BOS,2145,195,1258,118
2024-11-11,11,11,1,B6,624,IAH,LAS,515,191,1220,-5
2024-03-16,3,16,6,DL,625,BOS,MIA,1500,213,1258,-10
2024-09-18,9,18,3,AA,626,DFW,DEN,1530,136,641,5
2024-10-13,10,13,7,DL,627,SFO,SEA,1630,131,679,5
2024-02-10,2,10,6,AS,628,SEA,SFO,1315,131,679,-5
2024-08-14,8,14,3,NK,629,SEA,SFO,2245,125,679,-7
2024-01-13,1,13,6,AS,630,DFW,DEN,1815,139,641,1
2024-07-10,7,10,3,WN,631,ATL,JFK,1145,136,760,-10
2024-10-27,10,27,7,WN,632,JFK,LAX,1300,369,2475,63
2024-11-27,11,27,3,B6,633,JFK,LAX,1330,370,2475,-9
2024-01-16,1,16,2,AA,634,BOS,MIA,1945,190,1258,9
2024-11-27,11,27,3,F9,635,IAH,LAS,1600,204,1220,-9
2024-03-31,3,31,7,UA,636,IAH,LAS,800,199,1220,69
2024-02-19,2,19,1,AA,637,LAX,ORD,530,266,1745,-4
2024-03-27,3,27,3,AS,638,IAH,LAS,2100,215,1220,1
2024-12-07,12,7,6,NK,639,ATL,JFK,2115,148,760,113
2024-03-29,3,29,5,B6,640,ORD,ATL,2145,115,606,41
2024-05-20,5,20,1,AA,641,MIA,BOS,745,187,1258,75
2024-04-03,4,3,3,DL,642,ORD,ATL,515,135,606,91
2024-11-22,11,22,5,AA,643,SFO,SEA,1230,131,679,108
2024-03-08,3,8,5,WN,644,IAH,LAS,1030,189,1220,-1
2024-04-25,4,25,4,AS,645,ATL,JFK,1030,133,760,-4
2024-02-17,2,17,6,F9,646,MIA,BOS,2145,211,1258,1
2024-10-26,10,26,6,UA,647,JFK,LAX,1830,370,2475,-4
2024-06-24,6,24,1,B6,648,SFO,SEA,715,113,679,-2
2024-05-13,5,13,1,WN,649,DEN,PHX,1045,104,602,100
2024-06-14,6,14,5,F9,650,BOS,MIA,630,207,1258,8
2024-07-02,7,2,2,DL,651,EWR,MCO,2030,165,937,69
2024-07-02,7,2,2,DL,652,DFW,DEN,545,145,641,-5
2024-10-21,10,21,1,F9,653,BOS,MIA,1230,208,1258,5
2024-06-21,6,21,5,AS,654,BOS,MIA,1200,198,1258,-9
2024-10-22,10,22,2,NK,655,MIA,BOS,1030,213,1258,81
2024-03-12,3,12,2,WN,656,BOS,MIA,730,210,1258,-9
2024-08-22,8,22,4,UA,657,LAX,ORD,1115,249,1745,-6
2024-04-04,4,4,4,B6,658,ORD,ATL,1215,131,606,27
2024-09-01,9,1,7,AS,659,JFK,LAX,1715,379,2475,86
2024-07-11,7,11,4,F9,660,EWR,MCO,1715,165,937,-7
2024-06-16,6,16,7,UA,661,ATL,JFK,1700,136,760,3
2024-10-27,10,27,7,F9,662,EWR,MCO,1230,166,937,-5
2024-01-01,1,1,1,AS,663,SEA,SFO,1215,120,679,-8
2024-04-18,4,18,4,WN,664,JFK,LAX,1045,354,2475,65
2024-07-17,7,17,3,B6,665,MIA,BOS,1815,190,1258,-2
2024-09-21,9,21,6,NK,666,EWR,MCO,1600,175,937,-8
2024-03-23,3,23,6,NK,667,JFK,LAX,1900,365,2475,2
2024-01-28,1,28,7,NK,668,ATL,JFK,845,141,760,10
2024-12-30,12,30,1,AS,669,DEN,PHX,815,113,602,1
2024-02-10,2,10,6,NK,670,EWR,MCO,1315,171,937,8
2024-01-25,1,25,4,F9,671,ATL,JFK,1930,126,760,78
2024-08-05,8,5,1,AS,672,MIA,BOS,2230,190,1258,-10
2024-08-01,8,1,4,B6,673,LAX,ORD,600,251,1745,10
2024-07-21,7,21,7,AA,674,SEA,SFO,915,125,679,28
2024-05-20,5,20,1,F9,675,ATL,JFK,1245,126,760,9
2024-07-09,7,9,2,DL,676,LAX,ORD,845,256,1745,10
2024-11-22,11,22,5,DL,677,LAX,ORD,1030,263,1745,-10
2024-02-29,2,29,4,DL,678,ATL,JFK,2115,147,760,-1
2024-10-20,10,20,7,AA,679,LAX,ORD,1315,248,1745,3
2024-07-23,7,23,2,AA,680,BOS,MIA,545,191,1258,-2
2024-12-02,12,2,1,AA,681,ATL,JFK,1500,132,760,9
2024-12-29,12,29,7,WN,682,JFK,LAX,1945,370,2475,52
2024-07-18,7,18,4,AS,683,SEA,SFO,1530,116,679,0
2024-08-24,8,24,6,F9,684,DFW,DEN,1045,128,641,7
2024-12-04,12,4,3,NK,685,JFK,LAX,2030,352,2475,10
2024-09-28,9,28,6,WN,686,IAH,LAS,1945,185,1220,0
2024-10-26,10,26,6,UA,687,BOS,MIA,1800,209,1258,3
2024-09-08,9,8,7,B6,688,SEA,SFO,945,124,679,7
2024-07-21,7,21,7,DL,689,ORD,ATL,1415,137,606,8
2024-07-24,7,24,3,UA,690,IAH,LAS,1830,195,1220,-4
2024-02-24,2,24,6,AS,691,EWR,MCO,1545,162,937,10
2024-08-25,8,25,7,NK,692,DEN,PHX,1045,109,602,-5
2024-06-20,6,20,4,AA,693,SEA,SFO,1745,118,679,-7
2024-11-21,11,21,4,NK,694,SFO,SEA,2100,124,679,9
2024-06-15,6,15,6,NK,695,JFK,LAX,2000,380,2475,96
2024-11-03,11,3,7,AS,696,JFK,LAX,2115,377,2475,7
2024-07-07,7,7,7,UA,697,DEN,PHX,1130,104,602,5
2024-01-16,1,16,2,B6,698,ORD,ATL,1915,135,606,-3
2024-09-13,9,13,5,UA,699,DEN,PHX,1015,114,602,0
2024-01-17,1,17,3,DL,700,JFK,LAX,2045,352,2475,6
2024-10-02,10,2,3,NK,701,MIA,BOS,2200,199,1258,10
2024-01-31,1,31,3,F9,702,IAH,LAS,1645,207,1220,-9
2024-03-04,3,4,1,F9,703,ATL,JFK,815,136,760,8
2024-06-22,6,22,6,NK,704,EWR,MCO,1130,158,937,77
2024-12-21,12,21,6,AS,705,EWR,MCO,1230,165,937,5
2024-08-15,8,15,4,B6,706,IAH,LAS,1300,209,1220,-2
2024-09-24,9,24,2,UA,707,DFW,DEN,1630,129,641,1
2024-11-20,11,20,3,UA,708,BOS,MIA,915,189,1258,-1
2024-05-11,5,11,6,B6,709,ATL,JFK,1415,143,760,43
2024-07-05,7,5,5,AA,710,MIA,BOS,1745,204,1258,6
2024-11-25,11,25,1,UA,711,LAX,ORD,2130,252,1745,0
2024-03-27,3,27,3,F9,712,EWR,MCO,1700,176,937,5
2024-04-25,4,25,4,DL,713,LAX,ORD,815,251,1745,-2
2024-10-18,10,18,5,F9,714,DEN,PHX,1215,111,602,6
2024-11-16,11,16,6,AA,715,ATL,JFK,1300,150,760,-8
2024-10-17,10,17,4,AA,716,DEN,PHX,1215,122,602,-5
2024-01-21,1,21,7,F9,717,DFW,DEN,715,143,641,-2
2024-09-24,9,24,2,DL,718,DFW,DEN,2045,123,641,-3
2024-11-20,11,20,3,AA,719,LAX,ORD,745,246,1745,4
2024-10-28,10,28,1,DL,720,SEA,SFO,545,132,679,8
2024-08-14,8,14,3,DL,721,IAH,LAS,1900,193,1220,119
2024-05-18,5,18,6,NK,722,BOS,MIA,2030,215,1258,80
2024-09-29,9,29,7,B6,723,MIA,BOS,2130,205,1258,7
2024-04-03,4,3,3,F9,724,ORD,ATL,2045,115,606,6
2024-08-09,8,9,5,UA,725,ORD,ATL,1515,116,606,72
2024-04-19,4,19,5,DL,726,SFO,SEA,2000,126,679,6
2024-04-17,4,17,3,B6,727,BOS,MIA,1145,210,1258,36
2024-11-08,11,8,5,UA,728,DFW,DEN,2045,144,641,6
2024-05-14,5,14,2,B6,729,SFO,SEA,1615,114,679,-1
2024-06-30,6,30,7,AS,730,IAH,LAS,1845,209,1220,-1
2024-07-25,7,25,4,NK,731,JFK,LAX,945,374,2475,10
2024-12-26,12,26,4,B6,732,JFK,LAX,1430,350,2475,-2
2024-07-14,7,14,7,AS,733,ATL,JFK,1145,152,760,-4
2024-02-08,2,8,4,B6,734,ORD,ATL,2000,134,606,5
2024-12-27,12,27,5,NK,735,IAH,LAS,1700,188,1220,9
2024-06-24,6,24,1,AA,736,EWR,MCO,845,159,937,-1
2024-07-30,7,30,2,DL,737,LAX,ORD,1415,257,1745,8
2024-05-05,5,5,7,DL,738,DEN,PHX,2230,122,602,-2
2024-02-04,2,4,7,AA,739,DFW,DEN,1645,143,641,0
2024-06-13,6,13,4,WN,740,DFW,DEN,1130,128,641,0
2024-03-02,3,2,6,AA,741,DFW,DEN,600,149,641,5
2024-10-16,10,16,3,AS,742,JFK,LAX,1545,359,2475,80
2024-02-04,2,4,7,AS,743,EWR,MCO,815,180,937,7
2024-08-27,8,27,2,DL,744,BOS,MIA,1830,199,1258,-8
2024-03-18,3,18,1,F9,745,IAH,LAS,1545,201,1220,98
2024-07-24,7,24,3,NK,746,JFK,LAX,500,357,2475,65
2024-03-18,3,18,1,AS,747,ATL,JFK,2245,145,760,0
2024-06-30,6,30,7,WN,748,BOS,MIA,915,209,1258,8
2024-06-06,6,6,4,UA,749,SFO,SEA,615,122,679,93
2024-06-16,6,16,7,AS,750,ORD,ATL,1130,115,606,-4
2024-04-29,4,29,1,NK,751,MIA,BOS,515,213,1258,61
2024-07-11,7,11,4,F9,752,ORD,ATL,1700,124,606,-4
2024-04-11,4,11,4,F9,753,ATL,JFK,715,141,760,-7
2024-04-17,4,17,3,DL,754,DFW,DEN,1630,133,641,9
2024-02-16,2,16,5,WN,755,SFO,SEA,2100,135,679,-2
2024-01-04,1,4,4,F9,756,JFK,LAX,1630,380,2475,-7
2024-08-10,8,10,6,B6,757,ORD,ATL,745,138,606,-3
2024-05-20,5,20,1,F9,758,JFK,LAX,915,355,2475,-9
2024-09-22,9,22,7,AA,759,DFW,DEN,615,147,641,-9
2024-11-12,11,12,2,B6,760,LAX,ORD,1015,263,1745,38
2024-02-26,2,26,1,UA,761,LAX,ORD,1445,260,1745,42
2024-11-14,11,14,4,AS,762,MIA,BOS,545,186,1258,0
2024-01-24,1,24,3,UA,763,ATL,JFK,1015,128,760,6
